carbon_emissions_total,discomfort_proportion,ramping_average,daily_one_minus_load_factor_average,daily_peak_average,annual_peak_average,one_minus_thermal_resilience_proportion,power_outage_normalized_unserved_energy_total,average_score
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1536735368683246}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.946217541405748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0279579980416527}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8523823190480238}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0163096321380267}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1598116970158583}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.70346725}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1503119563384845}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.946217541405748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.030527062207507}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8526545485151683}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0122363171794542}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1538878657509108}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.7025944}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1513167395631674}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 0.9941463309506134}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8507701456272149}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0073257484659752}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.151908540058618}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.6996666}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1581080123205023}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0030743270887155}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8362795618890883}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 0.994520408972708}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1273224774546906}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.69712424}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.150288428178307}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.015187779323093}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8481291872729363}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.006083309342275}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1338006262376623}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.69949263}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1569510088779742}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.02566991730287}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8402456125228255}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0034836159528484}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1485678581531542}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.7012663}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1551702550479994}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.004997534642648}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8328780178679762}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 0.9941204179383532}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1333858319568533}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.69714427}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1513709378867327}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0164910013988038}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8469262466139468}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0046999502757283}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.130333281876874}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.6992446}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1522286938704729}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.9474122845359748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0132807420465442}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.846441802446505}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0029935304985034}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1397026350511859}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.699628}"
"{'display_name': 'Carbon emissions', 'weight': 0.1, 'value': 1.1511392697946479}","{'display_name': 'Unmet hours', 'weight': 0.3, 'value': 0.946217541405748}","{'display_name': 'Ramping', 'weight': 0.075, 'value': 1.0217561458304598}","{'display_name': 'Load factor', 'weight': 0.075, 'value': 0.8562365646040946}","{'display_name': 'Daily peak', 'weight': 0.075, 'value': 1.0179847141226825}","{'display_name': 'All-time peak', 'weight': 0.075, 'value': 1.1382957472678976}","{'display_name': 'Thermal resilience', 'weight': 0.15, 'value': nan}","{'display_name': 'Unserved energy', 'weight': 0.15, 'value': nan}","{'display_name': 'Score', 'weight': None, 'value': 0.7015497}"
